   
hg:47
j:20
g:27
hasan:23
,hasan:20
,hkjkk:25
,oıhıp:23
,aaaaaaaaaa:27
,hasflkaf:0
,afasfaf:0
,afasf:0
,asfsaf:0
,lkşjk:0
,:0
,sgsgs:30
,kkkkkk:54
,hasan123:31
ege:34
